left,c0,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19
uff,0.82623893,0.5316273,0.8372631,0.69865143,0.81331027,0.6752336,0.6980846,0.76731056,0.86836535,0.7242425,0.6453323,0.82761264,0.8699937,0.8140667,0.7259638,0.754889,0.75969636,0.8534295,0.62800586,0.6258791
ufg,0.7916581,0.78908306,0.65758455,0.71915615,0.77927446,0.7099194,0.6689181,0.7521207,0.8013876,0.744377,0.6747605,0.73314375,0.66481847,0.78671134,0.8430823,0.82326466,0.6810137,0.752569,0.80526876,0.5478215
ufu,0.7976182,0.8567609,0.8238249,0.79147696,0.8367853,0.8212641,0.8609899,0.63124996,0.8050923,0.7561716,0.78374356,0.84350866,0.64869523,0.79799616,0.82320946,0.80819297,0.6871215,0.78452784,0.8203188,0.7504499
ufx,0.7464212,0.7005437,0.6761616,0.59800243,0.7320543,0.68001646,0.71350527,0.599533,0.72125137,0.65467083,0.71534467,0.7132662,0.6901603,0.6394066,0.6332318,0.59194815,0.64811337,0.6812422,0.6045662,0.6495882
ugg,0.8042723,0.7724333,0.8543204,0.81761754,0.8311536,0.8464042,0.770085,0.7989471,0.875275,0.62056255,0.7526779,0.82880527,0.7245476,0.7904878,0.8045987,0.785203,0.78922296,0.8216627,0.6070458,0.8455302
ugm,0.6909061,0.584627,0.6122929,0.5065395,0.6436586,0.63261366,0.6406702,0.709471,0.732889,0.757874,0.6551222,0.6605477,0.68452865,0.6025467,0.820163,0.65672445,0.50416744,0.6564863,0.7217889,0.63125396
ugt,0.3770054,0.93141603,0.8277171,0.8685253,0.5794049,0.43254757,0.8088146,0.7966956,0.95008594,0.8688328,0.9177719,0.78868955,0.9267572,0.9551795,0.7815909,0.87132,0.81562644,0.7277403,0.5907074,0.8951824
ugw,0.81108886,0.64685357,0.8284733,0.79903936,0.71986824,0.6706117,0.73896426,0.85955405,0.7540006,0.7419089,0.5861357,0.83435875,0.63480204,0.75926614,0.826626,0.6741712,0.8241644,0.78603613,0.808073,0.84705883
ugz,0.6985501,0.6764677,0.6968055,0.761478,0.5124795,0.79955703,0.6889361,0.75339377,0.7314592,0.6431175,0.6788949,0.7712782,0.69762796,0.6704545,0.73479235,0.65616375,0.54324865,0.7261025,0.7132133,0.5797385
uho,0.6942655,0.71318626,0.71681046,0.7903194,0.8145575,0.65339464,0.7628248,0.81311893,0.7927502,0.7684911,0.73483706,0.6984447,0.77994174,0.7342043,0.785766,0.80706483,0.7070566,0.730222,0.85514414,0.6127677
uhp,0.7512014,0.8823372,0.9024775,0.8119725,0.92471445,0.8032043,0.63434607,0.6704336,0.88628995,0.55128974,0.8238646,0.81343806,0.8771414,0.9313891,0.82745844,0.9094859,0.88748324,0.78190535,0.33860523,0.72446024
uhs,0.748363,0.8115917,0.76146215,0.74777555,0.74288726,0.7281908,0.7060908,0.54939955,0.72561395,0.6950417,0.7769095,0.75934887,0.7858395,0.85538375,0.74479556,0.75413585,0.72242266,0.6706455,0.7730177,0.7352085
uic,0.8103182,0.7269081,0.7613325,0.8460312,0.8465293,0.84940565,0.50072026,0.74689466,0.79166234,0.9332738,0.8131772,0.93451947,0.8008843,0.40634492,0.79630804,0.90658885,0.88438314,0.9007378,0.7348663,0.7304121
uif,0.92519236,0.70222604,0.78267205,0.7416974,0.90305847,0.7527555,0.8980711,0.9086424,0.8104895,0.6240269,0.89792985,0.52597296,0.8388351,0.7985839,0.82483757,0.737944,0.9234663,0.9360036,0.81384116,0.67412883
uir,0.86157274,0.8604177,0.8171735,0.8761109,0.83047456,0.84060156,0.8473388,0.71078205,0.7918711,0.67649716,0.78202647,0.74888355,0.88425916,0.7681309,0.45048395,0.88741237,0.8295736,0.84366757,0.835476,0.8219847
ujo,0.5170296,0.5332189,0.5709523,0.57935786,0.77636707,0.5658764,0.48539916,0.59369427,0.49290174,0.78154695,0.6117729,0.55184245,0.44789147,0.45814413,0.66838855,0.95151615,0.68319607,0.51499474,0.5586818,0.49227613
ujw,0.5629467,0.63471127,0.6704599,0.7763168,0.724066,0.7375156,0.5920465,0.75498796,0.77350104,0.62123966,0.68907124,0.7249741,0.62408745,0.7781558,0.6416044,0.6192281,0.73743784,0.659845,0.6785077,0.6613753
ukb,0.5748046,0.6155989,0.8560977,0.8054446,0.68819934,0.8049572,0.8124286,0.8200865,0.7860453,0.75328,0.8412808,0.7405611,0.7617838,0.8390855,0.6177332,0.58511996,0.5456258,0.74416506,0.7307224,0.7940671
ukc,0.55514294,0.87905896,0.7552265,0.72219956,0.6455468,0.8982227,0.63552105,0.72715497,0.8204244,0.8530761,0.8966216,0.74652165,0.5458206,0.8365721,0.6515669,0.72105217,0.8970555,0.7552576,0.64557076,0.6777158
uki,0.64028084,0.73142415,0.69194824,0.7372629,0.8352146,0.7155921,0.8560432,0.70665604,0.80202556,0.5533426,0.61698216,0.8186962,0.7867863,0.6665268,0.82027054,0.82722473,0.8057267,0.8292457,0.6367471,0.71299624
ukk,0.7600626,0.7632814,0.77478755,0.8595779,0.54978967,0.81759787,0.83828914,0.7556266,0.75336695,0.71986836,0.8638376,0.7082816,0.83040285,0.6069528,0.69310635,0.83700794,0.6904347,0.8297579,0.7450869,0.8076219
ukp,0.8859166,0.8512329,0.89960855,0.843457,0.6723963,0.63395655,0.8659394,0.6925199,0.86292154,0.7211539,0.8317867,0.8742808,0.63224393,0.88684803,0.81494385,0.84719044,0.82132465,0.7745743,0.84641874,0.8668625
ukr,0.726031,0.78396785,0.63926303,0.850337,0.8605571,0.85438997,0.78330815,0.8551979,0.90091246,0.72032624,0.85179514,0.88291967,0.7432191,0.8529733,0.43889412,0.82771826,0.8592635,0.86509174,0.76917434,0.8130485
ukt,0.8283008,0.7215553,0.69919795,0.78495216,0.5998118,0.8357233,0.83205414,0.8476614,0.8154918,0.7693721,0.711961,0.80595815,0.76517093,0.7418116,0.7475296,0.8288884,0.7228543,0.777402,0.7993772,0.71919894
ule,0.80808586,0.8692629,0.82578444,0.8897114,0.8031675,0.6699797,0.84753746,0.83744407,0.85162413,0.86368465,0.86821,0.8250843,0.66606563,0.80463696,0.88895655,0.6016157,0.89524347,0.7518848,0.8924104,0.85176396
ull,0.8291914,0.8855284,0.8195998,0.8095196,0.90125275,0.88491714,0.77755344,0.9038019,0.7785275,0.8687775,0.87694,0.7041916,0.7622514,0.89089966,0.820297,0.6734245,0.8350136,0.7911484,0.8587545,0.8893513
ult,0.82174474,0.71510017,0.8413942,0.83149457,0.79142904,0.8550892,0.6651976,0.7596336,0.8584434,0.5446132,0.7866256,0.8034588,0.7790925,0.79559255,0.78733504,0.86639637,0.8338489,0.8029152,0.7857144,0.8244201
ulv,0.89611995,0.9664906,0.8448073,0.9325342,0.87096786,0.89738107,0.8990594,0.7681015,0.8262247,0.9414052,0.34018746,0.7602355,0.9494071,0.91733915,0.27239394,0.92031634,0.6787622,0.63135254,0.82284296,0.89519155
umc,0.72675866,0.5761394,0.7407162,0.8019665,0.6370789,0.7084969,0.70089203,0.5765047,0.5925305,0.6447321,0.59764194,0.64098805,0.7623071,0.543779,0.7288261,0.61757046,0.64981556,0.637493,0.72372335,0.61328703
umg,0.6179789,0.7685655,0.63402313,0.72548354,0.61009383,0.7630229,0.6625612,0.7373944,0.85043293,0.81374896,0.7754897,0.73781085,0.5625313,0.7986253,0.79408467,0.79396,0.7734755,0.7160447,0.71037936,0.79494995
umq,0.8990904,0.6771868,0.8539434,0.8285452,0.77676207,0.7415472,0.72445107,0.5955139,0.7007959,0.90888745,0.92074144,0.65260214,0.81696004,0.87307364,0.84487844,0.9044851,0.66353375,0.9017915,0.8434956,0.8011205
umw,0.777691,0.72507775,0.77128,0.6465138,0.7934963,0.82880163,0.734849,0.8398851,0.7746674,0.7300753,0.77466017,0.80067545,0.793545,0.7718418,0.82710373,0.7428451,0.78914756,0.6708232,0.6775107,0.6688733
une,0.89646274,0.7978503,0.8731394,0.8429459,0.72134763,0.9017708,0.8293535,0.8622122,0.8826277,0.8563412,0.8613479,0.8844316,0.91826355,0.61777604,0.7136076,0.8590006,0.6316265,0.8899138,0.859749,0.8584349
unk,0.88697183,0.8128325,0.8148985,0.76886517,0.78900796,0.8294507,0.8249894,0.8405772,0.80568695,0.6815323,0.8033741,0.79507613,0.8885619,0.82977843,0.7862001,0.88399696,0.81536746,0.7726644,0.80270123,0.80629015
uno,0.7919297,0.7515988,0.77016467,0.7242945,0.82857513,0.7060663,0.7093225,0.8363706,0.8590857,0.6584117,0.7735381,0.7446365,0.8218523,0.75293434,0.78133154,0.7604973,0.8262881,0.8032953,0.73498124,0.83662415
uod,0.92429,0.8585523,0.8836277,0.863083,0.8966707,0.9241762,0.77710146,0.9010283,0.7930006,0.90358096,0.75220704,0.85919714,0.9179281,0.898756,0.6769036,0.4911169,0.6433937,0.7703068,0.86709034,0.8294316
uos,0.77989495,0.802938,0.9134531,0.8322859,0.62129736,0.854394,0.79751813,0.8118194,0.85283893,0.9074771,0.90704143,0.30207443,0.65773976,0.8199339,0.7482336,0.8796805,0.85910004,0.9064988,0.8783633,0.8171015
upc,0.77390003,0.8076856,0.7451695,0.7301578,0.7810979,0.8293806,0.8445081,0.7314819,0.8150588,0.73200536,0.73261654,0.77752995,0.74108,0.6733407,0.787971,0.7533114,0.8024348,0.7507958,0.64900166,0.7601953
upd,0.6341462,0.8765824,0.88206625,0.8805178,0.83843756,0.8527144,0.8096343,0.92480767,0.889753,0.90845126,0.7921086,0.83617514,0.70354885,0.81438875,0.7998122,0.831526,0.84352785,0.93255776,0.8958471,0.86785704
ups,0.6747052,0.83023804,0.8565838,0.72003,0.8295006,0.80121374,0.5736399,0.84188133,0.7952608,0.8342165,0.8255862,0.8196496,0.87888557,0.68378735,0.857625,0.8393113,0.6694757,0.8249529,0.85162055,0.8760454
upy,0.8775899,0.8624683,0.8962857,0.89609253,0.83659184,0.5205889,0.73231256,0.81808126,0.676655,0.7462317,0.75636727,0.7824521,0.90726763,0.6638013,0.781256,0.83260393,0.64040506,0.39071682,0.8987081,0.87804234
uqg,0.7952678,0.7623087,0.6118593,0.81250703,0.6984482,0.7923716,0.7844369,0.5974387,0.79641056,0.78689784,0.64800847,0.61399364,0.6593653,0.67654943,0.6662247,0.70074284,0.7748897,0.8783957,0.81791866,0.62853646
uql,0.8181515,0.74138546,0.7127352,0.7046219,0.741625,0.67257696,0.79523224,0.677889,0.76085377,0.79567957,0.72474,0.7008263,0.7498202,0.73040867,0.78780293,0.7136197,0.7983221,0.7195009,0.7078549,0.7968722
uqm,0.9207538,0.9192472,0.8821819,0.7916837,0.39618894,0.75295055,0.90187484,0.4117746,0.6436479,0.85570955,0.6400712,0.9555366,0.6622515,0.8326335,0.8530144,0.8311559,0.7268691,0.8269205,0.8279111,0.9207094
uqr,0.7193767,0.8349912,0.74052274,0.7006545,0.80611485,0.84168494,0.7282057,0.899156,0.78377837,0.7422418,0.7489916,0.8643851,0.6047121,0.691277,0.7425788,0.8468417,0.8484484,0.700393,0.6799442,0.7381583
uqt,0.83754605,0.6109097,0.8143172,0.43640715,0.790412,0.7706616,0.8601636,0.76236653,0.83362645,0.839327,0.80674154,0.82009494,0.80824095,0.8620493,0.80407685,0.77985215,0.78051215,0.69374526,0.730447,0.71938014
uqx,0.6847226,0.73449844,0.697699,0.73440176,0.73665875,0.72888416,0.69837165,0.73758984,0.73456657,0.7948871,0.78099513,0.66239566,0.8170576,0.84085846,0.73032975,0.77580446,0.7191086,0.7467828,0.6692921,0.8425369
uqz,0.69725186,0.832258,0.9159957,0.938683,0.6450166,0.80813825,0.83647037,0.9331907,0.7477965,0.95031595,0.7039432,0.9093704,0.86201143,0.8748052,0.39322445,0.58877885,0.938828,0.76292974,0.70186627,0.67078674
urm,0.8471853,0.785426,0.8432667,0.8584518,0.877771,0.8135997,0.8555967,0.8746813,0.6305933,0.7109848,0.868079,0.8186134,0.5522411,0.771496,0.77423877,0.8611649,0.7192648,0.8804258,0.74510914,0.7331945
urp,0.8557987,0.72208726,0.7495556,0.7851073,0.8660145,0.8772939,0.8864131,0.66652775,0.8915236,0.8639971,0.80882,0.8641813,0.7948297,0.5493529,0.7569786,0.6292678,0.8447819,0.9078493,0.8586931,0.6827302
usc,0.84135115,0.7242331,0.73954576,0.8315811,0.79612774,0.82741547,0.80122864,0.7911421,0.8130399,0.74172604,0.81903815,0.7730069,0.7466737,0.8153687,0.7750413,0.80053306,0.8039225,0.8194095,0.74013096,0.80390733
usd,0.7413523,0.8493122,0.82618856,0.884264,0.78612894,0.8364649,0.8726681,0.8657983,0.8590419,0.8033266,0.85433567,0.86532325,0.843824,0.8426666,0.84872687,0.845851,0.808265,0.81725794,0.67981184,0.8835892
usp,0.89633316,0.85609293,0.77961403,0.79304165,0.8732101,0.8261317,0.9336792,0.6793961,0.8863982,0.88022906,0.7734055,0.9207283,0.86597973,0.8904571,0.8886829,0.6889562,0.92397594,0.5113581,0.8872919,0.6197744
utm,0.59471136,0.5177004,0.71676314,0.64216006,0.58287674,0.59764266,0.5625785,0.8143341,0.53447366,0.7296437,0.5549232,0.77456576,0.5518873,0.5287667,0.5369913,0.5232747,0.51014405,0.4823509,0.4704889,0.59788865
utn,0.91716444,0.85587174,0.86870325,0.81000173,0.8900949,0.8519489,0.554088,0.6924412,0.65975887,0.82016486,0.75785124,0.8050098,0.8642416,0.91481334,0.725992,0.79861844,0.7856872,0.89135456,0.7881907,0.78874636
utr,0.6567692,0.77261996,0.76272917,0.7072475,0.90041375,0.8815386,0.8702526,0.7710469,0.660874,0.8703179,0.78821385,0.8656181,0.6810407,0.8601239,0.7971328,0.88833845,0.8505531,0.8571974,0.8784835,0.8280993
utz,0.8387774,0.53595096,0.87227345,0.62596446,0.8950219,0.8534092,0.6210297,0.82722104,0.55854464,0.69475085,0.832348,0.7713454,0.80171406,0.8293691,0.85133064,0.8929391,0.8743076,0.79049695,0.809621,0.7529984
uuc,0.8093592,0.84848666,0.71030915,0.82494915,0.77792805,0.770768,0.7398277,0.8046498,0.81584483,0.8482009,0.81638944,0.8061317,0.569659,0.86622167,0.8228793,0.846729,0.7983693,0.86150646,0.814482,0.75206405
uug,0.5738878,0.6823207,0.637013,0.6687629,0.63639855,0.65700483,0.62736976,0.7024059,0.70679635,0.710485,0.7252501,0.6161388,0.58592963,0.6311032,0.6171152,0.73176336,0.77117956,0.7659064,0.6685891,0.62677544
uuq,0.90662956,0.8923107,0.95363235,0.7144669,0.38069123,0.92804337,0.7936494,0.92466915,0.66770405,0.8106031,0.3898276,0.92154425,0.5852397,0.8666549,0.43244198,0.8375033,0.28098962,0.8793752,0.8096062,0.8223253
uvb,0.81745607,0.7129791,0.7698979,0.8615898,0.7380405,0.73807317,0.7864901,0.70227194,0.7203719,0.6712772,0.7148428,0.7135029,0.73171794,0.76515776,0.6962337,0.58671474,0.74901026,0.8443758,0.76106125,0.74720824
uvf,0.7269876,0.8045985,0.6727756,0.6199492,0.7467879,0.56584823,0.752861,0.63796103,0.62355566,0.73003525,0.74699146,0.79944956,0.6680316,0.67480516,0.6721354,0.79261744,0.6927695,0.6520132,0.7370085,0.61606365
uvp,0.69053566,0.8248094,0.80962676,0.80154574,0.814717,0.8284513,0.79229945,0.6268872,0.66107994,0.7819184,0.6227908,0.82088,0.7912183,0.78081334,0.7587501,0.8070035,0.537599,0.6391483,0.7980241,0.71108913
uvt,0.87447625,0.8187264,0.7673731,0.69168127,0.88481957,0.86451805,0.90627325,0.8846353,0.88103056,0.88398856,0.84746397,0.89973325,0.90277326,0.9330208,0.7074367,0.82578236,0.8622115,0.80105436,0.55499756,0.5688465
uxp,0.65049934,0.6583333,0.75191945,0.64575005,0.71746147,0.68836015,0.6450558,0.69911957,0.6729146,0.6750783,0.69733804,0.7341392,0.7161675,0.6325359,0.61978054,0.61497223,0.68837565,0.72148216,0.7107822,0.75769854
uxt,0.7716366,0.8245572,0.6381582,0.7614712,0.7874786,0.8402809,0.71163297,0.7892562,0.7541133,0.83357227,0.7867148,0.6327777,0.7984834,0.73733795,0.87528205,0.7878363,0.66635066,0.69050145,0.82596797,0.6360204
uyy,0.73832154,0.750317,0.61064243,0.78764856,0.8742476,0.76669836,0.8490051,0.7551928,0.6895515,0.8466814,0.67261493,0.7226326,0.94367075,0.64210725,0.7939306,0.842866,0.81475174,0.7723475,0.75537384,0.7912337
uzc,0.6671241,0.8310995,0.7007955,0.76604664,0.7821424,0.75868595,0.77674603,0.77685136,0.7792146,0.73854375,0.6348238,0.69600403,0.84031034,0.7550549,0.69603574,0.7610004,0.7750869,0.71478564,0.739896,0.67118096
vbp,0.89608556,0.40228847,0.5456646,0.82361746,0.8588388,0.68030643,0.88941526,0.8665052,0.7349791,0.7400552,0.8902679,0.8461725,0.8599917,0.9270026,0.8934065,0.77899367,0.8769846,0.88394177,0.6898507,0.7476808
vbt,0.8599801,0.8687473,0.86098623,0.85516596,0.8687485,0.84982866,0.74232304,0.8604348,0.79718024,0.64474535,0.74663055,0.8424533,0.8958617,0.8295736,0.64246815,0.59073377,0.8533329,0.8581978,0.8480744,0.79948235
vbu,0.73781437,0.6979436,0.702618,0.8245263,0.77007616,0.69723344,0.6883115,0.85547847,0.71526474,0.79309046,0.4126936,0.7537919,0.76016074,0.6871495,0.84582305,0.5638599,0.72660637,0.8053937,0.72725934,0.7341115
vdc,0.9157051,0.80942124,0.81486773,0.8450832,0.7112116,0.93695253,0.8846357,0.8574937,0.59250766,0.9112016,0.79795206,0.62537706,0.89562714,0.7931476,0.6469268,0.918429,0.8611008,0.8981501,0.7472807,0.9149661
vdg,0.46719602,0.75808203,0.77211744,0.8630689,0.6156163,0.85249805,0.81576467,0.6369427,0.8469341,0.8271812,0.6849151,0.8353201,0.79492927,0.82127047,0.8496421,0.8281708,0.78092146,0.8669307,0.8480092,0.78366244
vdh,0.6761843,0.7497672,0.94695956,0.8485638,0.67241776,0.8876039,0.7640364,0.72657,0.8199864,0.60044587,0.9321791,0.7810534,0.839235,0.9157746,0.916011,0.8166559,0.9051963,0.8697612,0.9093623,0.87005574
vdm,0.69582534,0.79159033,0.7301504,0.8777689,0.73709244,0.70003283,0.7304093,0.6859956,0.6961238,0.86382115,0.5491517,0.74098206,0.7507694,0.92347085,0.5898717,0.8014388,0.6541833,0.7649133,0.7698987,0.7188262
vdp,0.8229567,0.7646808,0.9162834,0.80504847,0.85092735,0.6674119,0.85645276,0.70824134,0.8406289,0.74358827,0.74043673,0.9279052,0.9136672,0.6093946,0.8270392,0.8461459,0.74850124,0.78571916,0.7024049,0.8916701
vdu,0.70163274,0.8245077,0.7869513,0.7114632,0.75457007,0.78321654,0.7880191,0.7913414,0.74614656,0.85549986,0.7273599,0.7327622,0.76788414,0.7006564,0.71876544,0.78712785,0.7796959,0.76186883,0.59454405,0.78310394
vdv,0.4929074,0.62664795,0.6874469,0.6106138,0.5820691,0.60708874,0.61929125,0.5968132,0.72907186,0.6193632,0.45579934,0.6303728,0.61707956,0.5023243,0.65274155,0.60783625,0.45673984,0.68211055,0.49250036,0.7028442
vdx,0.5735549,0.8050918,0.81164896,0.8031312,0.68514764,0.79891735,0.7763941,0.8316783,0.84715724,0.839531,0.87115026,0.44350058,0.8797257,0.83647346,0.8203918,0.8213026,0.818445,0.8256739,0.82620215,0.80007476
vee,0.6253866,0.79573023,0.79497194,0.82017183,0.8583898,0.9287882,0.85683155,0.8280651,0.79909956,0.85608536,0.9239439,0.8680021,0.913907,0.96315384,0.91417366,0.8582692,0.92939556,0.922436,0.78893334,0.7404606
veh,0.68662953,0.71921074,0.7665546,0.79322004,0.82076854,0.75063306,0.7723447,0.699403,0.7408392,0.76241654,0.758846,0.6824523,0.6641553,0.7129874,0.77827936,0.7205982,0.785245,0.6883265,0.7707772,0.7328154
vem,0.92423517,0.31652015,0.6501235,0.87346333,0.8853812,0.8540015,0.92473274,0.8275279,0.9243785,0.699466,0.8983745,0.880034,0.8624283,0.92466927,0.74433184,0.800941,0.63793373,0.8928584,0.81750435,0.84712505
ven,0.6016966,0.550973,0.59858894,0.48970282,0.37980562,0.65869653,0.6113038,0.6638588,0.43872184,0.61153233,0.59385765,0.46839887,0.6444643,0.49289256,0.41302714,0.58552974,0.59583193,0.42171347,0.48329946,0.3539619
ves,0.63931113,0.7420635,0.8453243,0.7489871,0.7389117,0.70520437,0.63438135,0.6380524,0.72693944,0.7088456,0.7735484,0.6955086,0.7230098,0.540454,0.66730374,0.7250217,0.73964,0.6627711,0.7450222,0.62639534
vex,0.6973478,0.71696943,0.79218143,0.65710795,0.72087765,0.80700576,0.76642305,0.7072106,0.75970167,0.7702636,0.7215155,0.6358813,0.6171632,0.74438405,0.7102098,0.6587182,0.59278226,0.76521736,0.69948286,0.7258911
vez,0.67172295,0.5956398,0.7431594,0.76405084,0.59023285,0.5427094,0.45474356,0.62103,0.5119984,0.6134776,0.56248593,0.6229332,0.79356843,0.51615286,0.66290385,0.7013905,0.5859833,0.578953,0.55553186,0.87164354
vfd,0.7932135,0.78637546,0.81039345,0.8016667,0.7831717,0.7052325,0.79879856,0.78580385,0.7550857,0.6956725,0.6816862,0.7220973,0.82683057,0.8073674,0.7703367,0.8429332,0.7739707,0.5258941,0.6572243,0.7808832
vfg,0.8240634,0.82932675,0.63119984,0.73895955,0.82016706,0.80757344,0.67916214,0.8529818,0.74615574,0.91407377,0.8936269,0.7973304,0.76236427,0.50917166,0.8547363,0.82451475,0.8953664,0.82246995,0.8805336,0.7621295
vfo,0.7918984,0.5929439,0.7827611,0.74796665,0.7388781,0.6774297,0.64457303,0.704686,0.68785715,0.6272031,0.7416924,0.6663496,0.6156728,0.6153175,0.7818275,0.5842498,0.7684994,0.7652586,0.7470002,0.54327655
vfx,0.8159479,0.73927313,0.7751334,0.77550626,0.450756,0.6730282,0.8300002,0.7235788,0.82432103,0.7474129,0.7504243,0.8337253,0.7336311,0.8007784,0.82169557,0.82290345,0.7298851,0.7896087,0.7178803,0.8490888
vga,0.74419105,0.73171574,0.6336374,0.7013816,0.5814364,0.7543807,0.67441547,0.7182897,0.66642714,0.7134918,0.6101306,0.65575224,0.6799966,0.79365045,0.76098704,0.5911651,0.6736102,0.673175,0.72940314,0.70529526
vge,0.88833785,0.88623667,0.6338439,0.8493053,0.6324493,0.8130684,0.68405616,0.75261825,0.9187411,0.82170296,0.84964156,0.81496,0.66288733,0.6121877,0.4864465,0.65339416,0.9111625,0.74184275,0.41072467,0.869802
vgl,0.6972835,0.8763617,0.74384165,0.8122078,0.8165228,0.7759544,0.81460506,0.77671176,0.6817338,0.76770216,0.8412818,0.7789804,0.8492694,0.85350406,0.74928874,0.80225605,0.7843279,0.71097994,0.79899824,0.7575662
vgp,0.8208952,0.75864315,0.7942791,0.7050643,0.8071751,0.780655,0.7289836,0.87629724,0.84661293,0.8635417,0.8269261,0.8102102,0.54139894,0.8029326,0.85558164,0.79233456,0.70789665,0.8131674,0.71247095,0.8508402
vgu,0.83181477,0.6693242,0.7657989,0.89635503,0.64488286,0.8972034,0.8650978,0.79872143,0.8792551,0.87884784,0.6376694,0.8787301,0.4172316,0.71631575,0.8671336,0.84774405,0.88538593,0.8589914,0.8457569,0.8749205
vgv,0.8681535,0.62785834,0.6792272,0.7018198,0.752143,0.5861529,0.72906816,0.61877537,0.58868635,0.75353026,0.6381016,0.5590983,0.6807322,0.71214056,0.5629089,0.5728119,0.84900385,0.8474409,0.71480787,0.7667641
vha,0.85111785,0.8766929,0.88725615,0.9029728,0.8280513,0.71955407,0.41384232,0.8872558,0.8470405,0.83030427,0.6479858,0.90440595,0.8749306,0.8542235,0.8491344,0.83601516,0.51722014,0.7497146,0.8170442,0.7432399
vhs,0.6462477,0.77464414,0.8744322,0.34410614,0.8041183,0.8125844,0.8934238,0.61631477,0.76460767,0.8942714,0.86737823,0.7954955,0.7877373,0.8637261,0.8332702,0.8362874,0.70952904,0.7761906,0.91069067,0.9064003
via,0.69597113,0.6698761,0.72212565,0.6994774,0.7355081,0.6456456,0.7217773,0.5562291,0.6757902,0.7729732,0.66953814,0.71140933,0.69148135,0.7340888,0.68587506,0.7084214,0.6648065,0.6144741,0.67891437,0.6941677
vid,0.8137989,0.76159567,0.85516846,0.77066386,0.79045784,0.7673805,0.75966454,0.70190436,0.82426953,0.6516664,0.7960293,0.68038094,0.81968796,0.79216313,0.75284016,0.85162807,0.7107452,0.7024481,0.69020605,0.7317008
viu,0.6011634,0.6088219,0.4851967,0.5498712,0.6232381,0.6882503,0.69316137,0.6120977,0.55434823,0.65167165,0.6644826,0.57168674,0.5048826,0.5263853,0.6770828,0.6289223,0.63978255,0.6382636,0.59390366,0.59889567
vix,0.7624222,0.8157419,0.62368447,0.7827968,0.70964515,0.73399055,0.7892656,0.7605487,0.75415814,0.81025594,0.7259006,0.83433926,0.8098693,0.7975137,0.7675601,0.67326766,0.82389385,0.7729777,0.78099316,0.7210211
vjh,0.88973075,0.6945301,0.71976775,0.8413435,0.7025273,0.6418608,0.7291589,0.8284426,0.579879,0.8542049,0.8228467,0.8797146,0.8491296,0.89631796,0.8101303,0.83658135,0.6159718,0.9020587,0.8216182,0.8080206
vji,0.62973315,0.74291295,0.7082591,0.6240097,0.8714299,0.86688733,0.8053611,0.5826993,0.85872066,0.73621804,0.7011609,0.75072527,0.8823014,0.7901934,0.5660053,0.60937715,0.7834898,0.5922561,0.86655533,0.76495093
vjp,0.7708377,0.8794404,0.7278881,0.7535126,0.80961937,0.83359337,0.75530875,0.6344875,0.7428392,0.8340658,0.7370065,0.8226277,0.8062548,0.84827185,0.7438164,0.79487365,0.82140374,0.7742589,0.8336179,0.60215306
vjw,0.8121734,0.74776787,0.69415206,0.7647759,0.817117,0.8030102,0.6838897,0.7668736,0.81590146,0.84625876,0.7928833,0.6725048,0.6964849,0.76438886,0.5979076,0.79049784,0.69018704,0.69006205,0.75058067,0.72203416
vki,0.8489618,0.8117524,0.8014557,0.82761014,0.79575235,0.6999212,0.8609351,0.797839,0.81976414,0.80446523,0.8147516,0.8482119,0.8014285,0.7521566,0.8022157,0.85692894,0.7601328,0.80702585,0.7963818,0.7267229
vkj,0.7071079,0.8486883,0.8213906,0.8768821,0.6650055,0.849074,0.8381315,0.8738974,0.7982352,0.8362789,0.8536017,0.85082555,0.59651583,0.8347957,0.9187479,0.8857703,0.92002416,0.8537275,0.79860914,0.8860978
vld,0.6814851,0.87809324,0.6628138,0.80502355,0.8758015,0.8367038,0.87707144,0.64357066,0.85331404,0.8377144,0.8407276,0.7723124,0.7988577,0.81145614,0.8612828,0.84963036,0.8233525,0.9064752,0.73079413,0.87534153
vlh,0.85147536,0.7534596,0.8700567,0.56237966,0.5593287,0.8320826,0.32828856,0.8692189,0.86868936,0.84073156,0.91593635,0.70581657,0.8198553,0.6477695,0.91964483,0.9275384,0.696074,0.9459504,0.8543802,0.8101927
vlj,0.8107384,0.87328917,0.7775488,0.8090422,0.82495165,0.8479634,0.78151387,0.866302,0.8429967,0.7329558,0.64999205,0.8205188,0.8833252,0.6658266,0.84078765,0.74556684,0.8773751,0.6680637,0.61007977,0.7522139
vlo,0.69985473,0.8265885,0.74862117,0.8025092,0.8308482,0.7490298,0.81862605,0.7910144,0.81482756,0.8150674,0.8135655,0.80477977,0.80458826,0.8293026,0.79833317,0.7134063,0.75857157,0.7118872,0.6252756,0.8007449
vls,0.74300575,0.7847688,0.7917107,0.6294198,0.7666897,0.7820504,0.72508025,0.7411356,0.7141881,0.78183305,0.8016508,0.7539004,0.7500757,0.7027048,0.51218045,0.7592756,0.6667285,0.7088444,0.7233064,0.73392045
